mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
4513,Mr,Geoffrey,Van Orden,,,male,United Kingdom,Waterlooville,1945-04-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4513.jpg,,,,,,,https://data.europarl.europa.eu/person/4513
2187,Mr,Antonio,Tajani,,,male,Italy,Roma,1953-08-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2187.jpg,,,,,,,https://data.europarl.europa.eu/person/2187
4465,Mr,Raffaele,Fitto,,,male,Italy,Maglie,1969-08-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4465.jpg,,,,,,,https://data.europarl.europa.eu/person/4465
2323,Mr,Rainer,Wieland,,,male,Germany,Stuttgart - Bad Cannstatt,1957-02-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2323.jpg,mailto:rainer.wieland@europarl.europa.eu,http://www.mdep.de/,,https://www.facebook.com/wieland.mdep,,https://www.instagram.com/rainerwielandmdep/,https://data.europarl.europa.eu/person/2323
4246,Mr,Othmar,Karas,,,male,Austria,Ybbs an der Donau,1957-12-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4246.jpg,mailto:othmar.karas@europarl.europa.eu,http://www.othmar-karas.at,https://twitter.com/othmar_karas,https://www.facebook.com/othmar.karas,,https://www.instagram.com/othmar_karas,https://data.europarl.europa.eu/person/4246
2073,Mr,Richard,Howitt,,,male,United Kingdom,Reading,1961-04-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2073.jpg,,,,,,,https://data.europarl.europa.eu/person/2073
1473,Mr,Gérard,Deprez,,,male,Belgium,Noville-Bastogne,1943-08-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1473.jpg,,,,,,,https://data.europarl.europa.eu/person/1473
21817,Mr,Mario,Borghezio,,,male,Italy,Torino,1947-12-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/21817.jpg,,,,,,,https://data.europarl.europa.eu/person/21817
4521,Mr,Timothy Charles Ayrton,Tannock,,,male,United Kingdom,"Aldershot, Hants",1957-09-25^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4521.jpg,,,,,,,https://data.europarl.europa.eu/person/4521
23693,Mr,Alojz,Peterle,,,male,Slovenia,Čužnja Vas,1948-07-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23693.jpg,,,,,,,https://data.europarl.europa.eu/person/23693
2278,Mr,Paul,Rübig,,,male,Austria,Wels,1953-05-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2278.jpg,,,,,,,https://data.europarl.europa.eu/person/2278
23785,Mr,Andrzej,Grzyb,,,male,Poland,Siedlików,1956-08-23^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23785.jpg,,,,,,,https://data.europarl.europa.eu/person/23785
1164,Mr,Bruno,Gollnisch,,,male,France,Neuilly-sur-Seine,1950-01-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1164.jpg,,,,,,,https://data.europarl.europa.eu/person/1164
4751,Mr,Bart,Staes,,,male,Belgium,Izegem,1958-08-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4751.jpg,,,,,,,https://data.europarl.europa.eu/person/4751
23791,Mr,Kazimierz Michał,Ujazdowski,,,male,Poland,Kielce,1964-07-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23791.jpg,,,,,,,https://data.europarl.europa.eu/person/23791
2338,Mr,Ian,Hudghton,,,male,United Kingdom,Forfar,1951-09-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2338.jpg,,,,,,,https://data.europarl.europa.eu/person/2338
4436,Mr,Gianni,Pittella,,,male,Italy,Lauria (PZ),1958-11-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4436.jpg,,,,,,,https://data.europarl.europa.eu/person/4436
1928,Mr,Werner,Langen,,,male,Germany,Müden/Mosel,1949-11-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1928.jpg,,,,,,,https://data.europarl.europa.eu/person/1928
4555,Mr,Daniel,Hannan,,,male,United Kingdom,Lima,1971-09-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4555.jpg,,,,,,,https://data.europarl.europa.eu/person/4555
1038,Mr,Karl-Heinz,Florenz,,,male,Germany,Neukirchen-Vluyn,1947-10-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1038.jpg,,,,,,,https://data.europarl.europa.eu/person/1038
4516,Mr,Roger,Helmer,,,male,United Kingdom,London,1944-01-25^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4516.jpg,,,,,,,https://data.europarl.europa.eu/person/4516
1852,Mr,Dieter-Lebrecht,Koch,,,male,Germany,,1953-01-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1852.jpg,,,,,,,https://data.europarl.europa.eu/person/1852
4432,Mr,Claude,Turmes,,,male,Luxembourg,Diekirch,1960-11-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4432.jpg,,,,,,,https://data.europarl.europa.eu/person/4432
1654,Mr,Emmanouil,Glezos,ΕΜΜΑΝΟΥΗΛ,ΓΛΕΖΟΣ,male,Greece,Aperathu Naxos,1922-08-28^^http://www.w3.org/2001/XMLSchema#date,2020-03-30^^http://www.w3.org/2001/XMLSchema#date,https://www.europarl.europa.eu/mepphoto/1654.jpg,,,,,,,https://data.europarl.europa.eu/person/1654
4525,Mr,Nigel,Farage,,,male,United Kingdom,Farnborough,1964-04-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4525.jpg,,,,,,,https://data.europarl.europa.eu/person/4525
1351,Mr,Miguel,Arias Cañete,,,male,Spain,Madrid,1950-02-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1351.jpg,,,,,,,https://data.europarl.europa.eu/person/1351
4540,Mr,Philip,Bradbourn,,,male,United Kingdom,Tipton,1951-08-09^^http://www.w3.org/2001/XMLSchema#date,2014-12-20^^http://www.w3.org/2001/XMLSchema#date,https://www.europarl.europa.eu/mepphoto/4540.jpg,,,,,,,https://data.europarl.europa.eu/person/4540
23816,Mr,András,Gyürk,,,male,Hungary,Budapest,1972-12-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23816.jpg,mailto:andras.gyurk@europarl.europa.eu,https://gyurkandras.hu/hu/,,,,,https://data.europarl.europa.eu/person/23816
23821,Mr,József,Szájer,,,male,Hungary,Sopron,1961-09-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23821.jpg,,,,,,,https://data.europarl.europa.eu/person/23821
5565,Mr,Brice,Hortefeux,,,male,France,,1958-05-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/5565.jpg,mailto:brice.hortefeux@europarl.europa.eu,,https://twitter.com/bricehortefeux,,,,https://data.europarl.europa.eu/person/5565
23768,Mr,Bogusław,Liberadzki,,,male,Poland,Sochaczew,1948-09-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23768.jpg,mailto:boguslaw.liberadzki@europarl.europa.eu,http://www.liberadzki.pl/,https://twitter.com/BLiberadzki,,https://www.facebook.com/BoguslawLiberadzki,,https://data.europarl.europa.eu/person/23768
4519,Mr,Claude,Moraes,,,male,United Kingdom,Aden,1965-10-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4519.jpg,,,,,,,https://data.europarl.europa.eu/person/4519
1922,Mr,Thomas,Mann,,,male,Germany,Naumburg/Saale,1946-01-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1922.jpg,,,,,,,https://data.europarl.europa.eu/person/1922
4542,Mr,Timothy,Kirkhope,,,male,United Kingdom,Newcastle upon Tyne,1945-04-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4542.jpg,,,,,,,https://data.europarl.europa.eu/person/4542
2309,Mr,Richard,Corbett,,,male,United Kingdom,Southport,1955-01-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2309.jpg,,,,,,,https://data.europarl.europa.eu/person/2309
1318,Mr,James,Nicholson,,,male,United Kingdom,,1945-01-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1318.jpg,,,,,,,https://data.europarl.europa.eu/person/1318
23784,Mr,Janusz,Wojciechowski,,,male,Poland,Rawa Mazowiecka,1954-12-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23784.jpg,,,,,,,https://data.europarl.europa.eu/person/23784
23704,Mr,Jiří,Maštálka,,,male,Czechia,Sušice,1956-01-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23704.jpg,,,,,,,https://data.europarl.europa.eu/person/23704
1403,Mr,David,Martin,,,male,United Kingdom,Edinburgh,1954-08-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1403.jpg,,,,,,,https://data.europarl.europa.eu/person/1403
1263,Mr,Elmar,Brok,,,male,Germany,Verl (Kr. Gütersloh),1946-05-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1263.jpg,,,,,,,https://data.europarl.europa.eu/person/1263
2128,Mr,Paavo,Väyrynen,,,male,Finland,Kemin maalaiskunta,1946-09-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2128.jpg,,,,,,,https://data.europarl.europa.eu/person/2128
2002,Mr,José Ignacio,Salafranca Sánchez-Neyra,,,male,Spain,Madrid,1955-05-31^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2002.jpg,,,,,,,https://data.europarl.europa.eu/person/2002
23787,Mr,Czesław Adam,Siekierski,,,male,Poland,Stopnica,1952-10-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23787.jpg,,,,,,,https://data.europarl.europa.eu/person/23787
1204,Mr,Alain,Lamassoure,,,male,France,Pau,1944-02-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1204.jpg,,,,,,,https://data.europarl.europa.eu/person/1204
4507,Mr,Bas,Belder,,,male,Netherlands,Ridderkerk,1946-10-25^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4507.jpg,,,,,,,https://data.europarl.europa.eu/person/4507
23706,Mr,Miloslav,Ransdorf,,,male,Czechia,Rakovník,1953-02-15^^http://www.w3.org/2001/XMLSchema#date,2016-01-22^^http://www.w3.org/2001/XMLSchema#date,https://www.europarl.europa.eu/mepphoto/23706.jpg,,,,,,,https://data.europarl.europa.eu/person/23706
4262,Mr,Jo,Leinen,,,male,Germany,Bisten,1948-04-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4262.jpg,,,,,,,https://data.europarl.europa.eu/person/4262
4338,Mr,Thierry,Cornillet,,,male,France,Montelimar,1951-07-23^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4338.jpg,,,,,,,https://data.europarl.europa.eu/person/4338
1037,Mr,Reimer,Böge,,,male,Germany,Hasenmoor,1951-12-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1037.jpg,,,,,,,https://data.europarl.europa.eu/person/1037
1892,Mr,Carlos,Coelho,,,male,Portugal,Lisboa,1960-05-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1892.jpg,mailto:carlos.coelho@europarl.europa.eu,http://www.carloscoelho.eu,http://twitter.com/CarlosCoelhoPT,https://www.facebook.com/carloscoelhopt/,,https://www.instagram.com/carloscoelhopt/,https://data.europarl.europa.eu/person/1892
21918,Mr,Manuel,dos Santos,,,male,Portugal,Mirandela,1943-12-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/21918.jpg,,,,,,,https://data.europarl.europa.eu/person/21918
4556,Mr,Nirj,Deva,,,male,United Kingdom,Colombo (Sri Lanka),1948-05-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4556.jpg,,,,,,,https://data.europarl.europa.eu/person/4556
2119,Mr,Olli,Rehn,,,male,Finland,Mikkeli,1962-03-31^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2119.jpg,,,,,,,https://data.europarl.europa.eu/person/2119
2109,Mr,Brian,Crowley,,,male,Ireland,Dublin,1964-03-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2109.jpg,,,,,,,https://data.europarl.europa.eu/person/2109
1023,Mr,Jean-Marie,Le Pen,,,male,France,La Trinité-sur-Mer (Morbihan),1928-06-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1023.jpg,,,,,,,https://data.europarl.europa.eu/person/1023
1911,Mr,Martin,Schulz,,,male,Germany,Hehlrath,1955-12-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1911.jpg,,,,,,,https://data.europarl.europa.eu/person/1911
4533,Ms,Neena,Gill,,,female,United Kingdom,Ludhiana (India),1956-12-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4533.jpg,,,,,,,https://data.europarl.europa.eu/person/4533
23699,Ms,Kateřina,Konečná,,,female,Czechia,Nový Jičín,1981-01-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23699.jpg,mailto:katerina.konecna@europarl.europa.eu,http://www.konecna.cz,,,,,https://data.europarl.europa.eu/person/23699
5729,Ms,Kathleen,Van Brempt,,,female,Belgium,Wilrijk,1969-11-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/5729.jpg,mailto:kathleen.vanbrempt@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/5729
4289,Ms,Angelika,Niebler,,,female,Germany,München,1963-02-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4289.jpg,mailto:angelika.niebler@europarl.europa.eu,http://www.angelika-niebler.de/,https://twitter.com/ANiebler,https://www.facebook.com/aniebler,,https://www.instagram.com/angelika.niebler,https://data.europarl.europa.eu/person/4289
1913,Ms,Evelyne,Gebhardt,,,female,France,Montreuil-sous-Bois (France),1954-01-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1913.jpg,,,,,,,https://data.europarl.europa.eu/person/1913
1854,Ms,Constanze,Krehl,,,female,Germany,Stuttgart,1956-10-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1854.jpg,,,,,,,https://data.europarl.europa.eu/person/1854
24594,Ms,Anne,Sander,,,female,France,Haguenau,1973-10-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/24594.jpg,mailto:anne.sander@europarl.europa.eu,https://www.annesander.eu/fr/,https://twitter.com/AnneSanderElue,https://www.facebook.com/annesanderMEP/,,,https://data.europarl.europa.eu/person/24594
23868,Ms,Monika,Beňová,,,female,Slovakia,Bratislava,1968-08-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23868.jpg,mailto:monika.benova@europarl.europa.eu,,,https://www.facebook.com/monikabenovaep,,https://www.instagram.com/monicabenova,https://data.europarl.europa.eu/person/23868
2054,Ms,Heidi,Hautala,,,female,Finland,Oulu,1955-11-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2054.jpg,mailto:heidi.hautala@europarl.europa.eu,https://heidihautala.fi/,https://twitter.com/HeidiHautala,https://www.facebook.com/MEPheidihautala,,https://www.instagram.com/heidihautala,https://data.europarl.europa.eu/person/2054
4253,Ms,Frédérique,Ries,,,female,Belgium,Balen-Wezel,1959-05-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4253.jpg,mailto:frederique.ries@europarl.europa.eu,http://www.frederiqueries.be,http://twitter.com/Frederiqueries,https://www.facebook.com/frederiqueries/,,https://www.instagram.com/frederique.ries/,https://data.europarl.europa.eu/person/4253
4531,Ms,Jean,Lambert,,,female,United Kingdom,Orsett,1950-06-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4531.jpg,,,,,,,https://data.europarl.europa.eu/person/4531
21331,Ms,Sylvie,Goddyn,,,female,France,Lille,1964-06-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/21331.jpg,,,,,,,https://data.europarl.europa.eu/person/21331
1185,Ms,Viviane,Reding,,,female,Luxembourg,Esch-sur-Alzette,1951-04-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1185.jpg,,,,,,,https://data.europarl.europa.eu/person/1185
1179,Ms,Michèle,Alliot-Marie,,,female,France,Villeneuve le Roi,1946-09-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1179.jpg,,,,,,,https://data.europarl.europa.eu/person/1179
1946,Ms,Annemie,Neyts-Uyttebroeck,,,female,Belgium,Elsene,1944-06-17^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1946.jpg,,,,,,,https://data.europarl.europa.eu/person/1946
24942,Ms,Ana,Miranda,,,female,Spain,Cuntis,1971-05-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/24942.jpg,mailto:ana.miranda@europarl.europa.eu,,https://twitter.com/anamirandapaz,,,,https://data.europarl.europa.eu/person/24942
23894,Ms,Anna,Záborská,,,female,Slovakia,Zürich,1948-06-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23894.jpg,,,,,,,https://data.europarl.europa.eu/person/23894
4335,Ms,Marielle,De Sarnez,,,female,France,Paris,1951-03-27^^http://www.w3.org/2001/XMLSchema#date,2021-01-13^^http://www.w3.org/2001/XMLSchema#date,https://www.europarl.europa.eu/mepphoto/4335.jpg,,,,,,,https://data.europarl.europa.eu/person/4335
4334,Ms,Elena,Valenciano,,,female,Spain,Madrid,1960-09-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4334.jpg,,,,,,,https://data.europarl.europa.eu/person/4334
2025,Ms,Françoise,Grossetête,,,female,France,Lyon,1946-05-17^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2025.jpg,,,,,,,https://data.europarl.europa.eu/person/2025
4345,Ms,Tokia,Saïfi,,,female,France,Hautmont,1959-07-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4345.jpg,,,,,,,https://data.europarl.europa.eu/person/4345
4553,Ms,Jacqueline,Foster,,,female,United Kingdom,Liverpool,1947-12-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4553.jpg,,,,,,,https://data.europarl.europa.eu/person/4553
1055,Ms,Godelieve,Quisthoudt-Rowohl,,,female,Germany,Etterbeek (Belgien),1947-06-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1055.jpg,,,,,,,https://data.europarl.europa.eu/person/1055
2327,Ms,Linda,McAvan,,,female,United Kingdom,Bradford,1962-12-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2327.jpg,,,,,,,https://data.europarl.europa.eu/person/2327
1849,Ms,Sylvia-Yvonne,Kaufmann,,,female,Germany,Berlin,1955-01-23^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1849.jpg,,,,,,,https://data.europarl.europa.eu/person/1849
1985,Ms,Pervenche,Berès,,,female,France,Neully-sur-Seine,1957-03-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1985.jpg,,,,,,,https://data.europarl.europa.eu/person/1985
4545,Ms,Catherine,Stihler,,,female,United Kingdom,Bellshill,1973-07-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4545.jpg,,,,,,,https://data.europarl.europa.eu/person/4545
4550,Ms,Jill,Evans,,,female,United Kingdom,Ystrad Rhondda (Wales),1959-05-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4550.jpg,,,,,,,https://data.europarl.europa.eu/person/4550
22418,Ms,Esther,Herranz García,,,female,Spain,Logroño,1969-07-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/22418.jpg,,,,,,,https://data.europarl.europa.eu/person/22418
5846,Ms,Mary,Honeyball,,,female,United Kingdom,Weymouth,1952-11-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/5846.jpg,,,,,,,https://data.europarl.europa.eu/person/5846
4319,Ms,Pilar,Ayuso,,,female,Spain,Badajoz,1942-06-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4319.jpg,,,,,,,https://data.europarl.europa.eu/person/4319
4282,Ms,Renate,Sommer,,,female,Germany,Bochum,1958-09-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4282.jpg,,,,,,,https://data.europarl.europa.eu/person/4282
4270,Ms,Marit,Paulsen,,,female,Sweden,Oslo,1939-11-24^^http://www.w3.org/2001/XMLSchema#date,2022-07-25^^http://www.w3.org/2001/XMLSchema#date,https://www.europarl.europa.eu/mepphoto/4270.jpg,,,,,,,https://data.europarl.europa.eu/person/4270
1832,Ms,Marianne,Thyssen,,,female,Belgium,Sint-Gillis-Waas,1956-07-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1832.jpg,,,,,,,https://data.europarl.europa.eu/person/1832
28219,Mr,Daniel,Caspary,,,male,Germany,Karlsruhe,1976-04-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28219.jpg,mailto:daniel.caspary@europarl.europa.eu,http://www.caspary.de,https://twitter.com/caspary,https://www.facebook.com/daniel.caspary.mdep/,,https://www.instagram.com/dcaspary,https://data.europarl.europa.eu/person/28219
28288,Mr,Jan,Olbrycht,,,male,Poland,Rybnik,1952-09-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28288.jpg,mailto:jan.olbrycht@europarl.europa.eu,http://janolbrycht.pl/,http://twitter.com/JanOlbrycht,https://www.facebook.com/J.Olbrycht,,https://www.instagram.com/janolbrycht,https://data.europarl.europa.eu/person/28288
