mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
2323,Mr,Rainer,Wieland,,,male,Germany,Stuttgart - Bad Cannstatt,1957-02-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2323.jpg,mailto:rainer.wieland@europarl.europa.eu,http://www.mdep.de/,,https://www.facebook.com/wieland.mdep,,https://www.instagram.com/rainerwielandmdep/,https://data.europarl.europa.eu/person/2323
58789,Mr,Jan,Huitema,,,male,Netherlands,Makkinga,1984-07-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/58789.jpg,mailto:jan.huitema@europarl.europa.eu,http://www.janhuitema.nl,https://twitter.com/jhuitema,https://www.facebook.com/janhuitemamep/,,https://www.instagram.com/janhuitema/,https://data.europarl.europa.eu/person/58789
4246,Mr,Othmar,Karas,,,male,Austria,Ybbs an der Donau,1957-12-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4246.jpg,mailto:othmar.karas@europarl.europa.eu,http://www.othmar-karas.at,https://twitter.com/othmar_karas,https://www.facebook.com/othmar.karas,,https://www.instagram.com/othmar_karas,https://data.europarl.europa.eu/person/4246
1394,Mr,Bill,Newton Dunn,,,male,United Kingdom,Greywell (Hampshire),1941-10-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1394.jpg,,,,,,,https://data.europarl.europa.eu/person/1394
28219,Mr,Daniel,Caspary,,,male,Germany,Karlsruhe,1976-04-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28219.jpg,mailto:daniel.caspary@europarl.europa.eu,http://www.caspary.de,https://twitter.com/caspary,https://www.facebook.com/daniel.caspary.mdep/,,https://www.instagram.com/dcaspary,https://data.europarl.europa.eu/person/28219
23816,Mr,András,Gyürk,,,male,Hungary,Budapest,1972-12-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23816.jpg,mailto:andras.gyurk@europarl.europa.eu,https://gyurkandras.hu/hu/,,,,,https://data.europarl.europa.eu/person/23816
23821,Mr,József,Szájer,,,male,Hungary,Sopron,1961-09-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23821.jpg,,,,,,,https://data.europarl.europa.eu/person/23821
28122,Mr,David,Casa,,,male,Malta,Valletta,1968-11-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28122.jpg,mailto:david.casa@europarl.europa.eu,,https://twitter.com/DavidCasaMEP,https://www.facebook.com/DavidCasaMEP/,,https://www.instagram.com/davidcasamep/,https://data.europarl.europa.eu/person/28122
34578,Mr,Robert,Hajšel,,,male,Slovakia,Banská Štiavnica,1967-03-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/34578.jpg,mailto:robert.hajsel@europarl.europa.eu,https://www.roberthajsel.sk,https://twitter.com/RobertHajsel,https://www.facebook.com/roberthajselEU,,https://www.instagram.com/robert.hajsel,https://data.europarl.europa.eu/person/34578
4267,Mr,Udo,Bullmann,,,male,Germany,Gießen,1956-06-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4267.jpg,mailto:udo.bullmann@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/4267
23788,Mr,Adam,Bielan,,,male,Poland,Gdańsk,1974-09-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23788.jpg,mailto:adam.bielan@europarl.europa.eu,http://www.bielan.pl,http://twitter.com/AdamBielan,https://www.facebook.com/adambielan,,,https://data.europarl.europa.eu/person/23788
28269,Mr,Jerzy,Buzek,,,male,Poland,Śmiłowice,1940-07-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28269.jpg,mailto:jerzy.buzek@europarl.europa.eu,http://www.buzek.pl/,http://twitter.com/JerzyBuzek,https://www.facebook.com/JerzyBuzek,https://www.facebook.com/jerzykarol.buzek,https://www.instagram.com/jerzybuzek/,https://data.europarl.europa.eu/person/28269
4560,Mr,Antonius,Manders,,,male,Netherlands,Stiphout,1956-03-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4560.jpg,mailto:toine.manders@europarl.europa.eu; mailto:antonius.manders@europarl.europa.eu,http://www.toinemanders.nl,https://twitter.com/ToineMandersEP,https://www.facebook.com/toine.manders.5,,,https://data.europarl.europa.eu/person/4560
28224,Mr,Markus,Pieper,,,male,Germany,Hameln,1963-05-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28224.jpg,mailto:markus.pieper@europarl.europa.eu,http://www.markus-pieper.eu/,https://twitter.com/markuspiepermep,,https://www.facebook.com/markuspieperMEP,https://instagram.com/markuspiepermep?igshid=157d7sm20rmlr,https://data.europarl.europa.eu/person/28224
5565,Mr,Brice,Hortefeux,,,male,France,,1958-05-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/5565.jpg,mailto:brice.hortefeux@europarl.europa.eu,,https://twitter.com/bricehortefeux,,,,https://data.europarl.europa.eu/person/5565
33982,Mr,Marian-Jean,Marinescu,,,male,Romania,Râmnicu Vâlcea,1952-08-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/33982.jpg,mailto:marian-jean.marinescu@europarl.europa.eu,,https://twitter.com/MarianMarinescu,https://www.facebook.com/marianjean.marinescu,,,https://data.europarl.europa.eu/person/33982
4513,Mr,Geoffrey,Van Orden,,,male,United Kingdom,Waterlooville,1945-04-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4513.jpg,,,,,,,https://data.europarl.europa.eu/person/4513
23768,Mr,Bogusław,Liberadzki,,,male,Poland,Sochaczew,1948-09-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23768.jpg,mailto:boguslaw.liberadzki@europarl.europa.eu,http://www.liberadzki.pl/,https://twitter.com/BLiberadzki,,https://www.facebook.com/BoguslawLiberadzki,,https://data.europarl.europa.eu/person/23768
4519,Mr,Claude,Moraes,,,male,United Kingdom,Aden,1965-10-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4519.jpg,,,,,,,https://data.europarl.europa.eu/person/4519
4554,Mr,Chris,Davies,,,male,United Kingdom,Lytham St Annes,1954-07-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4554.jpg,,,,,,,https://data.europarl.europa.eu/person/4554
39725,Mr,Iuliu,Winkler,,,male,Romania,Hunedoara,1964-03-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/39725.jpg,mailto:iuliu.winkler@europarl.europa.eu,https://winklergyula.ro/,https://twitter.com/iuliuwinkler,https://www.facebook.com/winkler.gyula/,,,https://data.europarl.europa.eu/person/39725
2187,Mr,Antonio,Tajani,,,male,Italy,Roma,1953-08-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2187.jpg,,,,,,,https://data.europarl.europa.eu/person/2187
36392,Mr,Aldo,Patriciello,,,male,Italy,Venafro,1957-09-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/36392.jpg,mailto:aldo.patriciello@europarl.europa.eu,http://www.patriciello.it/,https://twitter.com/PatricielloAldo,https://www.facebook.com/AldoPatriciello,,https://www.instagram.com/aldopatriciello_official/?igshid=MmJiY2I4NDBkZg%3D%3D,https://data.europarl.europa.eu/person/36392
26837,Mr,Lefteris,Christoforou,Λευτέρης,Χριστοφόρου,male,Cyprus,Ammochostos,1963-08-31^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/26837.jpg,,,,,,,https://data.europarl.europa.eu/person/26837
4746,Mr,Sergio,Berlato,,,male,Italy,Vicenza,1959-07-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4746.jpg,mailto:sergio.berlato@europarl.europa.eu,,https://twitter.com/SERGIOBERLATO,,https://www.facebook.com/SergioBerlato.paginaufficiale/,https://www.instagram.com/berlatosergioantonio_/,https://data.europarl.europa.eu/person/4746
28586,Mr,Dimitrios,Papadimoulis,Δημήτριος,Παπαδημούλης,male,Greece,Athina,1955-03-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28586.jpg,mailto:dimitrios.papadimoulis@europarl.europa.eu,http://www.papadimoulis.gr,https://twitter.com/papadimoulis,,https://www.facebook.com/papadimoulis,,https://data.europarl.europa.eu/person/28586
4465,Mr,Raffaele,Fitto,,,male,Italy,Maglie,1969-08-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4465.jpg,,,,,,,https://data.europarl.europa.eu/person/4465
38511,Mr,Georg,Mayer,,,male,Austria,Feldbach,1973-10-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/38511.jpg,mailto:georg.mayer@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/38511
28347,Mr,Javier,Moreno Sánchez,,,male,Spain,Ginebra (Suiza),1965-03-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28347.jpg,mailto:javier.morenosanchez@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/28347
28508,Mr,Alyn,Smith,,,male,United Kingdom,Glasgow,1973-09-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28508.jpg,,,,,,,https://data.europarl.europa.eu/person/28508
38542,Mr,Johan,Danielsson,,,male,Sweden,Borlange,1982-06-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/38542.jpg,,,,,,,https://data.europarl.europa.eu/person/38542
2309,Mr,Richard,Corbett,,,male,United Kingdom,Southport,1955-01-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/2309.jpg,,,,,,,https://data.europarl.europa.eu/person/2309
4555,Mr,Daniel,Hannan,,,male,United Kingdom,Lima,1971-09-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4555.jpg,,,,,,,https://data.europarl.europa.eu/person/4555
1892,Mr,Carlos,Coelho,,,male,Portugal,Lisboa,1960-05-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/1892.jpg,mailto:carlos.coelho@europarl.europa.eu,http://www.carloscoelho.eu,http://twitter.com/CarlosCoelhoPT,https://www.facebook.com/carloscoelhopt/,,https://www.instagram.com/carloscoelhopt/,https://data.europarl.europa.eu/person/1892
4391,Mr,Silvio,Berlusconi,,,male,Italy,Milano,1936-09-29^^http://www.w3.org/2001/XMLSchema#date,2023-06-12^^http://www.w3.org/2001/XMLSchema#date,https://www.europarl.europa.eu/mepphoto/4391.jpg,,,,,,,https://data.europarl.europa.eu/person/4391
4525,Mr,Nigel,Farage,,,male,United Kingdom,Farnborough,1964-04-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4525.jpg,,,,,,,https://data.europarl.europa.eu/person/4525
28294,Ms,Ljudmila,Novak,,,female,Slovenia,Maribor,1959-08-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28294.jpg,mailto:ljudmila.novak@europarl.europa.eu; mailto:Ljudmila.novak@europarl.europa.eu,https://www.ljudmilanovak.eu/,https://twitter.com/ljudmilanovak,https://www.facebook.com/ljudmila.novak/,,https://www.instagram.com/ljudmila.novak/,https://data.europarl.europa.eu/person/28294
37312,Ms,Christel,Schaldemose,,,female,Denmark,Odense,1967-08-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/37312.jpg,mailto:christel.schaldemose@europarl.europa.eu,http://www.christels.dk,https://twitter.com/SchaldemoseMEP,,https://www.facebook.com/ChristelSchaldemose,,https://data.europarl.europa.eu/person/37312
28390,Ms,Pilar,del Castillo Vera,,,female,Spain,Nador (Marruecos),1952-07-31^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28390.jpg,mailto:pilar.delcastillo@europarl.europa.eu,,http://twitter.com/delcastillop,https://www.facebook.com/PilardelCastilloOficial,,,https://data.europarl.europa.eu/person/28390
33997,Ms,Corina,Crețu,,,female,Romania,Bucureşti,1967-06-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/33997.jpg,mailto:corina.cretu@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/33997
28619,Ms,Tatjana,Ždanoka,,,female,Latvia,Rīga,1950-05-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28619.jpg,mailto:tatjana.zdanoka@europarl.europa.eu,https://rusojuz.lv/en/,https://twitter.com/Tatjana_Zdanoka,https://www.facebook.com/tatjana.zdanoka,,,https://data.europarl.europa.eu/person/28619
28429,Ms,Alessandra,Mussolini,,,female,Italy,Roma,1962-12-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28429.jpg,mailto:alessandra.mussolini@europarl.europa.eu,http://www.alessandramussolini.it/,https://twitter.com/Ale_Mussolini_,,,https://www.instagram.com/alessandramussolini_/,https://data.europarl.europa.eu/person/28429
27714,Ms,Edina,Tóth,,,female,Hungary,Budapest,1975-03-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/27714.jpg,mailto:edina.toth@europarl.europa.eu,,https://twitter.com/toth_edina,https://www.facebook.com/TothEdinaEP/,,https://www.instagram.com/toth_edina_ep/,https://data.europarl.europa.eu/person/27714
4533,Ms,Neena,Gill,,,female,United Kingdom,Ludhiana (India),1956-12-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4533.jpg,,,,,,,https://data.europarl.europa.eu/person/4533
28266,Ms,Sophia,in 't Veld,,,female,Netherlands,Vollenhove,1963-09-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28266.jpg,mailto:sophie.intveld@europarl.europa.eu,http://www.sophieintveld.eu,https://twitter.com/SophieintVeld,https://www.facebook.com/sophieintveld,,https://www.instagram.com/sophie.intveld/,https://data.europarl.europa.eu/person/28266
5392,Ms,Lara,Wolters,,,female,Netherlands,,1986-04-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/5392.jpg,mailto:lara.wolters@europarl.europa.eu,,https://twitter.com/larawoltersEU,https://www.facebook.com/larawolters0/,,http://instagram.com/larawoltersEU,https://data.europarl.europa.eu/person/5392
28150,Ms,Kinga,Gál,,,female,Hungary,Kolozsvár,1970-09-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28150.jpg,mailto:kinga.gal@europarl.europa.eu,https://galkinga.hu/en/,,,,,https://data.europarl.europa.eu/person/28150
28340,Ms,Patrizia,Toia,,,female,Italy,,1950-03-17^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28340.jpg,mailto:patrizia.toia@europarl.europa.eu,,https://twitter.com/toiapatrizia,,https://www.facebook.com/ToiaPatrizia,https://www.instagram.com/patriziatoia,https://data.europarl.europa.eu/person/28340
23699,Ms,Kateřina,Konečná,,,female,Czechia,Nový Jičín,1981-01-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/23699.jpg,mailto:katerina.konecna@europarl.europa.eu,http://www.konecna.cz,,,,,https://data.europarl.europa.eu/person/23699
40599,Ms,Sirpa,Pietikäinen,,,female,Finland,Parikkala,1959-04-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/40599.jpg,mailto:sirpa.pietikainen@europarl.europa.eu,https://www.sirpapietikainen.net/,https://twitter.com/spietikainen,https://www.facebook.com/MEPsirpapietikainen,,https://www.instagram.com/sirpapietikainen/,https://data.europarl.europa.eu/person/40599
5729,Ms,Kathleen,Van Brempt,,,female,Belgium,Wilrijk,1969-11-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/5729.jpg,mailto:kathleen.vanbrempt@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/5729
37229,Ms,Kati,Piri,,,female,Netherlands,Celldömölk (HU),1979-04-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/37229.jpg,,,,,,,https://data.europarl.europa.eu/person/37229
28617,Ms,Inese,Vaidere,,,female,Latvia,Jelgavā,1952-09-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/28617.jpg,mailto:inese.vaidere@europarl.europa.eu,https://vaidere.lv/,https://twitter.com/inesevaidere,https://www.facebook.com/Prof.Inese.Vaidere,,https://www.instagram.com/inese_vaidere,https://data.europarl.europa.eu/person/28617
4289,Ms,Angelika,Niebler,,,female,Germany,München,1963-02-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/4289.jpg,mailto:angelika.niebler@europarl.europa.eu,http://www.angelika-niebler.de/,https://twitter.com/ANiebler,https://www.facebook.com/aniebler,,https://www.instagram.com/angelika.niebler,https://data.europarl.europa.eu/person/4289
